"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","prediction"
"3192",34,"services","married","basic.6y","no","yes","yes","telephone","may","thu","nonexistent",1000,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-0.682668988392592
"3193",33,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu","nonexistent",112,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.86854724986755
"3195",37,"technician","single","university.degree","no","yes","no","telephone","may","thu","nonexistent",30,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.80026781007969
"3196",35,"entrepreneur","married","basic.9y","no","no","yes","telephone","may","thu","nonexistent",165,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.74747420110019
"3197",41,"admin.","married","university.degree","no","yes","no","telephone","may","thu","nonexistent",55,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.77966460284308
"3198",39,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu","nonexistent",231,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.67599850436063
"3203",54,"admin.","married","university.degree","no","unknown","unknown","telephone","may","thu","nonexistent",202,3,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.24812637063845
"3204",38,"services","single","high.school","unknown","no","yes","telephone","may","thu","nonexistent",1257,3,999,0,1.1,93.994,-36.4,4.86,5191,1,0.104982528322481
"3209",40,"housemaid","single","university.degree","no","no","no","telephone","may","thu","nonexistent",71,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.86070475009855
"3216",47,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu","nonexistent",106,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.94861649129861
"3220",39,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu","nonexistent",651,23,999,0,1.1,93.994,-36.4,4.86,5191,1,-3.40403691035594
"3221",45,"admin.","married","basic.6y","unknown","yes","no","telephone","may","thu","nonexistent",124,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.98824590873512
"3226",40,"unemployed","divorced","high.school","no","no","no","telephone","may","thu","nonexistent",101,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.68966474752152
"3232",38,"admin.","married","basic.6y","no","yes","no","telephone","may","thu","nonexistent",229,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.13838573920047
"3243",48,"entrepreneur","married","basic.4y","no","no","no","telephone","may","thu","nonexistent",348,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.79015145673237
"3247",31,"services","married","basic.6y","unknown","yes","no","telephone","may","thu","nonexistent",297,3,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.35812173311901
"3248",55,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu","nonexistent",203,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.5560663699013
"3257",53,"services","married","high.school","unknown","no","no","telephone","may","thu","nonexistent",203,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.81499326878641
"3259",48,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu","nonexistent",187,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.72872447892713
"3265",41,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu","nonexistent",500,1,999,0,1.1,93.994,-36.4,4.86,5191,1,-3.15129462521516
"3268",59,"technician","married","unknown","no","yes","no","telephone","may","thu","nonexistent",30,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.89443444669995
"3272",52,"technician","married","high.school","no","yes","no","telephone","may","thu","nonexistent",355,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.47956017591166
"3284",38,"blue-collar","single","basic.4y","no","yes","no","telephone","may","thu","nonexistent",187,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.57596069283896
"3286",38,"blue-collar","single","basic.6y","unknown","yes","no","telephone","may","thu","nonexistent",50,7,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.71737912467448
"3293",31,"services","married","high.school","no","no","no","telephone","may","thu","nonexistent",253,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.15929789041796
"3296",49,"self-employed","married","basic.9y","no","yes","no","telephone","may","thu","nonexistent",74,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.10788968914541
"3309",50,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","thu","nonexistent",57,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.55274754416267
"3310",44,"admin.","single","university.degree","unknown","no","no","telephone","may","thu","nonexistent",49,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.1322005084168
"3312",56,"admin.","divorced","unknown","unknown","yes","no","telephone","may","thu","nonexistent",719,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-2.08890474549129
"3318",24,"student","single","high.school","no","no","no","telephone","may","thu","nonexistent",597,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-2.09587020779777
"3323",60,"management","married","university.degree","unknown","yes","no","telephone","may","thu","nonexistent",152,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.73460264091013
"3326",53,"retired","divorced","high.school","no","no","yes","telephone","may","thu","nonexistent",504,5,999,0,1.1,93.994,-36.4,4.86,5191,0,-2.78043514683178
"3332",36,"blue-collar","married","professional.course","no","yes","yes","telephone","may","thu","nonexistent",224,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.38242018824393
"3337",34,"entrepreneur","single","unknown","unknown","yes","no","telephone","may","thu","nonexistent",318,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.08729298482855
"3340",36,"technician","single","professional.course","no","yes","no","telephone","may","thu","nonexistent",238,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.98415843034836
"3342",32,"management","married","basic.6y","no","yes","no","telephone","may","thu","nonexistent",490,3,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.04117352375899
"3344",47,"blue-collar","married","basic.4y","no","no","yes","telephone","may","thu","nonexistent",199,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.59047274648269
"3348",38,"blue-collar","married","basic.6y","no","yes","no","telephone","may","thu","nonexistent",176,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.59470438764301
"3349",59,"retired","married","professional.course","no","no","no","telephone","may","thu","nonexistent",422,3,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.00814177912365
"3350",29,"admin.","single","university.degree","no","no","no","telephone","may","thu","nonexistent",22,3,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.99729416790866
"3356",48,"management","married","university.degree","no","yes","no","telephone","may","thu","nonexistent",190,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.2051814308593
"3362",44,"blue-collar","married","basic.4y","no","no","yes","telephone","may","thu","nonexistent",59,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.24789354151768
"3363",36,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu","nonexistent",294,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.1629287633791
"3366",57,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu","nonexistent",144,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.12707317784198
"3369",31,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","thu","nonexistent",237,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.38641458680148
"3371",31,"admin.","single","high.school","no","no","no","telephone","may","thu","nonexistent",132,22,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.47003455045997
"3375",42,"management","divorced","university.degree","no","no","no","telephone","may","thu","nonexistent",279,9,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.09392136783028
"3383",29,"technician","single","professional.course","no","no","no","telephone","may","thu","nonexistent",388,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.3504943964917
"3384",34,"technician","single","professional.course","no","no","no","telephone","may","thu","nonexistent",100,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.77133478524551
"3385",35,"technician","married","unknown","unknown","no","no","telephone","may","thu","nonexistent",1224,2,999,0,1.1,93.994,-36.4,4.86,5191,1,0.205576048256077
"3387",26,"blue-collar","single","basic.6y","no","no","yes","telephone","may","thu","nonexistent",160,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.66770916525932
"3389",47,"technician","married","professional.course","no","yes","no","telephone","may","thu","nonexistent",69,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.80704014084752
"3392",41,"admin.","single","unknown","no","yes","no","telephone","may","thu","nonexistent",103,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.57972765423629
"3396",51,"management","married","university.degree","unknown","no","yes","telephone","may","thu","nonexistent",1156,2,999,0,1.1,93.994,-36.4,4.86,5191,1,-0.145068724607526
"3398",28,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu","nonexistent",523,5,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.23862977837659
"3399",49,"admin.","married","high.school","unknown","no","no","telephone","may","thu","nonexistent",157,5,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.01254770683418
"3402",50,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu","nonexistent",544,3,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.28584969172515
"3404",35,"admin.","married","university.degree","no","no","no","telephone","may","thu","nonexistent",420,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.22893741984349
"3407",28,"admin.","divorced","high.school","no","no","yes","telephone","may","thu","nonexistent",155,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.59859613289923
"3408",46,"blue-collar","married","basic.6y","unknown","no","yes","telephone","may","thu","nonexistent",1231,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-0.111613010228254
"3412",36,"management","married","basic.9y","no","yes","no","telephone","may","thu","nonexistent",21,6,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.45482781149973
"3414",32,"admin.","divorced","high.school","no","yes","no","telephone","may","thu","nonexistent",241,23,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.02585572440437
"3416",50,"unemployed","married","professional.course","no","no","no","telephone","may","thu","nonexistent",440,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.14320129172869
"3418",46,"management","married","basic.4y","unknown","no","no","telephone","may","thu","nonexistent",319,7,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.45693619533101
"3421",57,"admin.","married","university.degree","no","yes","no","telephone","may","thu","nonexistent",213,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.14712637619373
"3423",32,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","may","thu","nonexistent",276,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.41746149813095
"3424",25,"technician","single","university.degree","no","yes","no","telephone","may","thu","nonexistent",19,8,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.17443355117429
"3425",43,"admin.","married","university.degree","unknown","yes","no","telephone","may","thu","nonexistent",226,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.39460704557003
"3434",36,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu","nonexistent",328,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.43372772618123
"3443",31,"student","single","unknown","unknown","yes","no","telephone","may","thu","nonexistent",267,5,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.06854286884796
"3444",31,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","thu","nonexistent",475,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.30720279964613
"3449",49,"admin.","divorced","high.school","no","no","no","telephone","may","thu","nonexistent",136,3,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.63161393937018
"3452",48,"technician","single","unknown","unknown","no","no","telephone","may","thu","nonexistent",257,7,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.44381040760349
"3453",35,"self-employed","married","university.degree","unknown","yes","yes","telephone","may","thu","nonexistent",365,1,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.89852328173562
"3457",29,"technician","single","professional.course","no","yes","yes","telephone","may","thu","nonexistent",118,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.74948271298861
"3465",26,"unemployed","single","professional.course","no","no","no","telephone","may","thu","nonexistent",7,7,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.36404536198442
"3467",40,"services","single","high.school","unknown","yes","no","telephone","may","thu","nonexistent",381,7,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.0727017485198
"3470",36,"admin.","divorced","university.degree","no","yes","no","telephone","may","thu","nonexistent",309,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.62702386888164
"3472",45,"technician","divorced","professional.course","no","yes","no","telephone","may","thu","nonexistent",850,6,999,0,1.1,93.994,-36.4,4.86,5191,0,-1.36653441232234
"3483",39,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","thu","nonexistent",875,5,999,0,1.1,93.994,-36.4,4.86,5191,0,-1.99797248361598
"3485",59,"technician","married","basic.6y","unknown","no","no","telephone","may","thu","nonexistent",24,16,999,0,1.1,93.994,-36.4,4.86,5191,0,-6.04286088200605
"3488",57,"management","married","university.degree","no","yes","no","telephone","may","thu","nonexistent",278,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.86699778632725
"3492",37,"technician","married","university.degree","no","no","no","telephone","may","thu","nonexistent",263,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.90812811457953
"3504",57,"retired","single","high.school","no","yes","no","telephone","may","thu","nonexistent",448,4,999,0,1.1,93.994,-36.4,4.86,5191,0,-2.88339074796743
"3505",42,"technician","married","high.school","no","no","no","telephone","may","thu","nonexistent",70,6,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.05160379961659
"3512",43,"management","married","professional.course","no","no","no","telephone","may","thu","nonexistent",734,5,999,0,1.1,93.994,-36.4,4.86,5191,0,-1.97024728032117
"3514",47,"blue-collar","divorced","basic.9y","unknown","yes","no","telephone","may","thu","nonexistent",65,7,999,0,1.1,93.994,-36.4,4.86,5191,0,-5.76988612963508
"3515",31,"services","single","high.school","no","yes","no","telephone","may","thu","nonexistent",543,12,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.17708726273578
"3517",36,"admin.","divorced","university.degree","no","no","no","telephone","may","thu","nonexistent",241,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-3.95468202329415
"3519",47,"services","married","high.school","no","unknown","unknown","telephone","may","thu","nonexistent",178,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-4.56020470908162
"3521",58,"self-employed","divorced","unknown","no","yes","no","telephone","may","thu","nonexistent",491,2,999,0,1.1,93.994,-36.4,4.86,5191,0,-2.93722227946328
"3523",33,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","fri","nonexistent",84,2,999,0,1.1,93.994,-36.4,4.859,5191,0,-5.553626002113
"3528",32,"entrepreneur","married","high.school","no","no","no","telephone","may","fri","nonexistent",248,3,999,0,1.1,93.994,-36.4,4.859,5191,0,-4.31832347967046
"3531",35,"technician","married","university.degree","no","yes","no","telephone","may","fri","nonexistent",371,2,999,0,1.1,93.994,-36.4,4.859,5191,0,-3.34501635708668
"3532",47,"entrepreneur","married","university.degree","no","yes","no","telephone","may","fri","nonexistent",329,3,999,0,1.1,93.994,-36.4,4.859,5191,0,-3.74017647716725
"3547",32,"technician","single","professional.course","no","yes","no","telephone","may","fri","nonexistent",247,1,999,0,1.1,93.994,-36.4,4.859,5191,0,-3.98311744761433
"3550",41,"unemployed","married","basic.9y","unknown","yes","no","telephone","may","fri","nonexistent",144,4,999,0,1.1,93.994,-36.4,4.859,5191,0,-5.13705093435608
"3552",40,"services","divorced","high.school","no","no","no","telephone","may","fri","nonexistent",456,1,999,0,1.1,93.994,-36.4,4.859,5191,0,-3.16923651697486
"3561",46,"services","married","basic.4y","unknown","no","no","telephone","may","fri","nonexistent",93,1,999,0,1.1,93.994,-36.4,4.859,5191,0,-5.32856971373091
"3564",57,"management","divorced","university.degree","no","no","no","telephone","may","fri","nonexistent",111,1,999,0,1.1,93.994,-36.4,4.859,5191,0,-4.54020995270822
"3569",57,"retired","married","unknown","unknown","yes","no","telephone","may","fri","nonexistent",529,4,999,0,1.1,93.994,-36.4,4.859,5191,0,-2.87677220937497
"3571",31,"blue-collar","married","basic.6y","unknown","unknown","unknown","telephone","may","fri","nonexistent",676,1,999,0,1.1,93.994,-36.4,4.859,5191,1,-2.72678220558451
"3572",27,"admin.","single","high.school","no","no","no","telephone","may","fri","nonexistent",656,2,999,0,1.1,93.994,-36.4,4.859,5191,0,-2.20201940109491
"3575",56,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","fri","nonexistent",1252,1,999,0,1.1,93.994,-36.4,4.859,5191,1,-0.0634145044807397
